1,0,0
2,0,1
3,0,1
6,0,3
11,0,5
11,0,0
15,0,4
16,0,1
24,0,8
31,0,7
33,0,2
40,0,7
47,0,7
49,0,2
56,0,7
57,0,1
64,0,7
71,0,7
77,0,6
85,0,8
93,0,8
99,0,6
107,0,8
116,0,9
125,0,9
136,0,11
144,0,8
156,0,12
173,0,17
189,0,16
205,0,16
223,0,18
234,0,11
254,0,20
275,0,21
293,0,18
305,0,12
322,0,17
345,0,23
360,0,15
377,0,17
395,0,18
415,0,20
434,0,19
453,0,19
470,0,17
498,0,28
520,0,22
553,0,33
570,0,17
595,0,25
622,0,27
650,0,28
682,0,32
707,0,25
745,0,38
795,0,50
827,0,32
863,0,36
900,0,37
940,0,40
981,0,41
1020,0,39
1054,0,34
1100,0,46
1136,0,36
1176,0,40
1219,0,43
1256,0,37
1300,0,44
1342,0,42
1397,0,55
1446,0,49
1478,0,32
1507,0,29
1548,0,41
1581,0,33
1618,0,37
1654,0,36
1691,0,37
1733,0,42
1781,0,48
1834,0,53
1876,0,42
1923,0,47
1967,0,44
2015,0,48
2062,0,47
2118,0,56
2183,0,65
2229,0,46
2276,0,47
2309,0,33
2363,0,54
2419,0,56
2473,0,54
2516,0,43
2574,0,58
2625,0,51
2680,0,55
2735,0,55
2791,0,56
2847,0,56
2900,0,53
2962,0,62
3019,0,57
3084,0,65
3146,0,62
3211,0,65
3282,0,71
3353,0,71
3406,0,53
3476,0,70
3538,0,62
3603,0,65
3681,0,78
3756,0,75
3827,0,71
3917,0,90
3986,0,69
4064,0,78
4129,0,65
4203,0,74
4277,0,74
4367,0,90
4452,0,85
4538,0,86
4613,0,75
4681,0,68
4754,0,73
4826,0,72
4909,0,83
4990,0,81
5075,0,85
5161,0,86
5227,0,66
5303,0,76
5374,0,71
5461,0,87
5538,0,77
5621,0,83
5691,0,70
5786,0,95
5847,0,61
5916,0,69
5993,0,77
6079,0,86
6166,0,87
6261,0,95
6323,0,62
6430,0,107
6533,0,103
6619,0,86
6704,0,85
6778,0,74
6868,0,90
6956,0,88
7046,0,90
7120,0,74
7204,0,84
7288,0,84
7379,0,91
7464,0,85
7518,0,54
7587,0,69
7661,0,74
7730,0,69
7802,0,72
7877,0,75
7937,0,60
8005,0,68
8064,0,59
8126,0,62
8200,0,74
8277,0,77
8338,0,61
8397,0,59
8461,0,64
8535,0,74
8595,0,60
8658,0,63
8724,0,66
8769,0,45
8832,0,63
8880,0,48
8935,0,55
8983,0,48
9018,0,35
9065,0,47
9095,0,30
9142,0,47
9171,0,29
9210,0,39
9243,0,33
9290,0,47
9334,0,44
9369,0,35
9406,0,37
9450,0,44
9478,0,28
9514,0,36
9527,0,13
9555,0,28
9583,0,28
9602,0,19
9622,0,20
9640,0,18
9668,0,28
9691,0,23
9723,0,32
9747,0,24
9769,0,22
9784,0,15
9810,0,26
9829,0,19
9845,0,16
9866,0,21
9887,0,21
9906,0,19
9918,0,12
9926,0,8
9937,0,11
9943,0,6
9953,0,10
9961,0,8
9967,0,6
9975,0,8
9979,0,4
9987,0,8
9991,0,4
9992,0,1
9997,0,5
10000,0,3
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
10000,0,0
